C,Akurasi,Precision,Recall,F1-score
0.75,0.8087520259319287,0.8555740158787399,0.8087138667783829,0.8149355940998255
1.0,0.8055105348460292,0.8510284322166253,0.8054775869291999,0.811268780937915
0.25,0.8038897893030794,0.8504076819334909,0.8038332635106828,0.8093462652581587
0.5,0.8022690437601296,0.8509478455553109,0.8022413070800167,0.808713417713554
0.05,0.7909238249594813,0.8347080702035505,0.7908567239212401,0.7958578542992896
0.01,0.7747163695299838,0.8128094857855994,0.774570590699623,0.7792475031286477
